index_all,date,info.match_type,info.neutral_venue,info.outcome.by.runs,info.outcome.by.wickets,info.outcome.winner,info.overs,info.teams,info.toss.decision,info.toss.winner
1636,"[datetime.date(2011, 1, 22)]",ODI,0,,9,New Zealand,50,"['New Zealand', 'Pakistan']",bat,Pakistan
1638,"[datetime.date(2011, 1, 29)]",ODI,0,43,,Pakistan,50,"['New Zealand', 'Pakistan']",field,New Zealand
1639,"[datetime.date(2011, 2, 1)]",ODI,0,,2,Pakistan,50,"['New Zealand', 'Pakistan']",bat,New Zealand
1640,"[datetime.date(2011, 2, 3)]",ODI,0,41,,Pakistan,50,"['New Zealand', 'Pakistan']",field,New Zealand
1641,"[datetime.date(2011, 2, 5)]",ODI,0,57,,New Zealand,50,"['New Zealand', 'Pakistan']",field,Pakistan
1645,"[datetime.date(2011, 6, 25)]",T20,0,,9,Sri Lanka,20,"['England', 'Sri Lanka']",field,Sri Lanka
1647,"[datetime.date(2011, 7, 1)]",ODI,0,69,,Sri Lanka,50,"['England', 'Sri Lanka']",field,England
1648,"[datetime.date(2011, 7, 3)]",ODI,0,,6,Sri Lanka,50,"['England', 'Sri Lanka']",bat,England
1650,"[datetime.date(2011, 7, 9)]",ODI,0,16,,England,50,"['England', 'Sri Lanka']",bat,England
1655,"[datetime.date(2011, 8, 31)]",T20,0,,6,England,20,"['England', 'India']",bat,India
1657,"[datetime.date(2011, 9, 6)]",ODI,0,,7,England,50,"['England', 'India']",field,England
1662,"[datetime.date(2010, 10, 11)]",ODI,0,,7,Bangladesh,50,"['Bangladesh', 'New Zealand']",field,Bangladesh
1663,"[datetime.date(2010, 10, 14)]",ODI,0,9,,Bangladesh,50,"['Bangladesh', 'New Zealand']",field,New Zealand
1664,"[datetime.date(2010, 10, 17)]",ODI,0,3,,Bangladesh,50,"['Bangladesh', 'New Zealand']",bat,Bangladesh
1666,"[datetime.date(2010, 10, 26)]",T20,1,,6,South Africa,20,"['Pakistan', 'South Africa']",bat,Pakistan
1668,"[datetime.date(2010, 12, 1)]",ODI,0,9,,Zimbabwe,50,"['Bangladesh', 'Zimbabwe']",field,Bangladesh
1669,"[datetime.date(2010, 12, 3)]",ODI,0,,6,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",field,Bangladesh
1670,"[datetime.date(2010, 12, 6)]",ODI,0,65,,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",field,Zimbabwe
1671,"[datetime.date(2010, 12, 12)]",ODI,0,,6,Bangladesh,50,"['Bangladesh', 'Zimbabwe']",bat,Zimbabwe
1672,"[datetime.date(2011, 4, 21)]",T20,0,7,,West Indies,20,"['West Indies', 'Pakistan']",bat,West Indies
1673,"[datetime.date(2011, 4, 23)]",ODI,0,,8,Pakistan,50,"['West Indies', 'Pakistan']",bat,West Indies
1674,"[datetime.date(2011, 4, 25)]",ODI,0,,7,Pakistan,50,"['West Indies', 'Pakistan']",field,Pakistan
1675,"[datetime.date(2011, 4, 28)]",ODI,0,,3,Pakistan,50,"['West Indies', 'Pakistan']",field,Pakistan
1677,"[datetime.date(2011, 5, 5)]",ODI,0,,10,West Indies,50,"['West Indies', 'Pakistan']",bat,Pakistan
1680,"[datetime.date(2011, 6, 4)]",T20,0,16,,India,20,"['West Indies', 'India']",field,West Indies
1681,"[datetime.date(2011, 6, 6)]",ODI,0,,4,India,50,"['West Indies', 'India']",bat,West Indies
1683,"[datetime.date(2011, 6, 11)]",ODI,0,,3,India,50,"['West Indies', 'India']",field,India
1684,"[datetime.date(2011, 6, 13)]",ODI,0,103,,West Indies,50,"['West Indies', 'India']",field,India
1685,"[datetime.date(2011, 6, 16)]",ODI,0,,7,West Indies,50,"['West Indies', 'India']",field,West Indies
1763,"[datetime.date(2011, 4, 9)]",ODI,0,60,,Australia,50,"['Bangladesh', 'Australia']",field,Bangladesh
1764,"[datetime.date(2011, 4, 11)]",ODI,0,,9,Australia,50,"['Bangladesh', 'Australia']",bat,Bangladesh
1765,"[datetime.date(2011, 4, 13)]",ODI,0,66,,Australia,50,"['Bangladesh', 'Australia']",bat,Australia
1767,"[datetime.date(2011, 10, 13)]",T20,0,,5,Australia,20,"['South Africa', 'Australia']",bat,South Africa
1768,"[datetime.date(2011, 10, 16)]",T20,0,,3,South Africa,20,"['South Africa', 'Australia']",bat,Australia
1770,"[datetime.date(2011, 10, 23)]",ODI,0,80,,South Africa,50,"['South Africa', 'Australia']",bat,South Africa
1771,"[datetime.date(2011, 10, 28)]",ODI,0,,3,Australia,50,"['South Africa', 'Australia']",bat,South Africa
1777,"[datetime.date(2012, 1, 11)]",ODI,0,258,,South Africa,50,"['South Africa', 'Sri Lanka']",bat,South Africa
1778,"[datetime.date(2012, 1, 14)]",ODI,0,,5,South Africa,50,"['South Africa', 'Sri Lanka']",field,South Africa
1780,"[datetime.date(2012, 1, 20)]",ODI,0,,5,Sri Lanka,50,"['South Africa', 'Sri Lanka']",bat,South Africa
1781,"[datetime.date(2012, 1, 22)]",ODI,0,,2,Sri Lanka,50,"['South Africa', 'Sri Lanka']",field,Sri Lanka
1782,"[datetime.date(2011, 8, 6)]",T20,0,35,,Sri Lanka,20,"['Sri Lanka', 'Australia']",field,Australia
1783,"[datetime.date(2011, 8, 8)]",T20,0,8,,Sri Lanka,20,"['Sri Lanka', 'Australia']",bat,Sri Lanka
1784,"[datetime.date(2011, 8, 10)]",ODI,0,,7,Australia,50,"['Sri Lanka', 'Australia']",bat,Sri Lanka
1785,"[datetime.date(2011, 8, 14)]",ODI,0,,8,Australia,50,"['Sri Lanka', 'Australia']",bat,Sri Lanka
1786,"[datetime.date(2011, 8, 16)]",ODI,0,78,,Sri Lanka,50,"['Sri Lanka', 'Australia']",field,Australia
1787,"[datetime.date(2011, 8, 20)]",ODI,0,,5,Australia,50,"['Sri Lanka', 'Australia']",bat,Sri Lanka
1788,"[datetime.date(2011, 8, 22)]",ODI,0,,4,Sri Lanka,50,"['Sri Lanka', 'Australia']",field,Sri Lanka
1798,"[datetime.date(2012, 2, 1)]",T20,0,31,,Australia,20,"['Australia', 'India']",field,India
1799,"[datetime.date(2012, 2, 3)]",T20,0,,8,India,20,"['Australia', 'India']",bat,Australia
1801,"[datetime.date(2012, 2, 8)]",ODI,1,,4,India,50,"['India', 'Sri Lanka']",bat,Sri Lanka
1802,"[datetime.date(2012, 2, 10)]",ODI,0,5,,Australia,50,"['Australia', 'Sri Lanka']",field,Sri Lanka
1803,"[datetime.date(2012, 2, 12)]",ODI,0,,4,India,50,"['Australia', 'India']",bat,Australia
1806,"[datetime.date(2012, 2, 19)]",ODI,0,110,,Australia,50,"['Australia', 'India']",bat,Australia
1807,"[datetime.date(2012, 2, 21)]",ODI,1,51,,Sri Lanka,50,"['India', 'Sri Lanka']",bat,Sri Lanka
1808,"[datetime.date(2012, 2, 24)]",ODI,0,,3,Sri Lanka,50,"['Australia', 'Sri Lanka']",bat,Australia
1809,"[datetime.date(2012, 2, 26)]",ODI,0,87,,Australia,50,"['Australia', 'India']",bat,Australia
1810,"[datetime.date(2012, 2, 28)]",ODI,1,,7,India,50,"['India', 'Sri Lanka']",field,India
1811,"[datetime.date(2012, 3, 2)]",ODI,0,9,,Sri Lanka,50,"['Australia', 'Sri Lanka']",bat,Sri Lanka
1812,"[datetime.date(2012, 3, 4)]",ODI,0,15,,Australia,50,"['Australia', 'Sri Lanka']",bat,Australia
1813,"[datetime.date(2012, 3, 6)]",ODI,0,,8,Sri Lanka,50,"['Australia', 'Sri Lanka']",bat,Australia
1814,"[datetime.date(2012, 3, 8)]",ODI,0,16,,Australia,50,"['Australia', 'Sri Lanka']",field,Sri Lanka
1816,"[datetime.date(2012, 2, 3)]",ODI,0,90,,New Zealand,50,"['New Zealand', 'Zimbabwe']",field,Zimbabwe
1817,"[datetime.date(2012, 2, 6)]",ODI,0,141,,New Zealand,50,"['New Zealand', 'Zimbabwe']",field,Zimbabwe
1818,"[datetime.date(2012, 2, 9)]",ODI,0,202,,New Zealand,50,"['New Zealand', 'Zimbabwe']",bat,New Zealand
1819,"[datetime.date(2012, 2, 11)]",T20,0,,7,New Zealand,20,"['New Zealand', 'Zimbabwe']",bat,Zimbabwe
1820,"[datetime.date(2012, 2, 14)]",T20,0,,5,New Zealand,20,"['New Zealand', 'Zimbabwe']",bat,Zimbabwe
1821,"[datetime.date(2012, 2, 17)]",T20,0,,6,New Zealand,20,"['New Zealand', 'South Africa']",field,New Zealand
1822,"[datetime.date(2012, 2, 19)]",T20,0,,8,South Africa,20,"['New Zealand', 'South Africa']",field,South Africa
1823,"[datetime.date(2012, 2, 22)]",T20,0,3,,South Africa,20,"['New Zealand', 'South Africa']",field,New Zealand
1824,"[datetime.date(2012, 2, 25)]",ODI,0,,6,South Africa,50,"['New Zealand', 'South Africa']",bat,New Zealand
1825,"[datetime.date(2012, 2, 29)]",ODI,0,,6,South Africa,50,"['New Zealand', 'South Africa']",field,South Africa
1826,"[datetime.date(2012, 3, 3)]",ODI,0,,5,South Africa,50,"['New Zealand', 'South Africa']",field,South Africa
1830,"[datetime.date(2011, 10, 29)]",T20,0,,6,England,20,"['India', 'England']",bat,India
1831,"[datetime.date(2011, 10, 14)]",ODI,0,126,,India,50,"['India', 'England']",bat,India
1832,"[datetime.date(2011, 10, 17)]",ODI,0,,8,India,50,"['India', 'England']",bat,England
1833,"[datetime.date(2011, 10, 20)]",ODI,0,,5,India,50,"['India', 'England']",bat,England
1834,"[datetime.date(2011, 10, 23)]",ODI,0,,6,India,50,"['India', 'England']",bat,England
1835,"[datetime.date(2011, 10, 25)]",ODI,0,95,,India,50,"['India', 'England']",field,England
1839,"[datetime.date(2011, 8, 12)]",ODI,0,,4,Zimbabwe,50,"['Zimbabwe', 'Bangladesh']",field,Zimbabwe
1840,"[datetime.date(2011, 8, 14)]",ODI,0,,7,Zimbabwe,50,"['Zimbabwe', 'Bangladesh']",field,Zimbabwe
1841,"[datetime.date(2011, 8, 16)]",ODI,0,5,,Zimbabwe,50,"['Zimbabwe', 'Bangladesh']",field,Bangladesh
1842,"[datetime.date(2011, 8, 19)]",ODI,0,,6,Bangladesh,50,"['Zimbabwe', 'Bangladesh']",field,Bangladesh
1843,"[datetime.date(2011, 8, 21)]",ODI,0,93,,Bangladesh,50,"['Zimbabwe', 'Bangladesh']",field,Zimbabwe
1845,"[datetime.date(2011, 9, 8)]",ODI,0,5,,Pakistan,50,"['Zimbabwe', 'Pakistan']",bat,Pakistan
1846,"[datetime.date(2011, 9, 11)]",ODI,0,,10,Pakistan,50,"['Zimbabwe', 'Pakistan']",bat,Zimbabwe
1847,"[datetime.date(2011, 9, 14)]",ODI,0,28,,Pakistan,50,"['Zimbabwe', 'Pakistan']",field,Zimbabwe
1848,"[datetime.date(2011, 9, 16)]",T20,0,85,,Pakistan,20,"['Zimbabwe', 'Pakistan']",field,Zimbabwe
1849,"[datetime.date(2011, 9, 18)]",T20,0,5,,Pakistan,20,"['Zimbabwe', 'Pakistan']",bat,Pakistan
1879,"[datetime.date(2011, 9, 23)]",T20,0,,10,England,20,"['England', 'West Indies']",field,England
1880,"[datetime.date(2011, 9, 25)]",T20,0,25,,West Indies,20,"['England', 'West Indies']",field,England
1881,"[datetime.date(2011, 10, 15)]",T20,0,,10,New Zealand,20,"['Zimbabwe', 'New Zealand']",field,New Zealand
1883,"[datetime.date(2011, 10, 20)]",ODI,0,,9,New Zealand,50,"['Zimbabwe', 'New Zealand']",bat,Zimbabwe
1884,"[datetime.date(2011, 10, 22)]",ODI,0,,4,New Zealand,50,"['Zimbabwe', 'New Zealand']",field,New Zealand
1885,"[datetime.date(2011, 10, 25)]",ODI,0,,1,Zimbabwe,50,"['Zimbabwe', 'New Zealand']",bat,New Zealand
1897,"[datetime.date(2011, 11, 11)]",ODI,1,,8,Pakistan,50,"['Pakistan', 'Sri Lanka']",bat,Sri Lanka
1898,"[datetime.date(2011, 11, 14)]",ODI,1,25,,Sri Lanka,50,"['Pakistan', 'Sri Lanka']",bat,Sri Lanka
1899,"[datetime.date(2011, 11, 18)]",ODI,1,21,,Pakistan,50,"['Pakistan', 'Sri Lanka']",bat,Pakistan
1900,"[datetime.date(2011, 11, 20)]",ODI,1,26,,Pakistan,50,"['Pakistan', 'Sri Lanka']",bat,Pakistan
1901,"[datetime.date(2011, 11, 23)]",ODI,1,,3,Pakistan,50,"['Pakistan', 'Sri Lanka']",bat,Sri Lanka
1902,"[datetime.date(2011, 11, 25)]",T20,1,,5,Pakistan,20,"['Pakistan', 'Sri Lanka']",bat,Sri Lanka
1906,"[datetime.date(2012, 2, 13)]",ODI,1,130,,England,50,"['England', 'Pakistan']",bat,England
1907,"[datetime.date(2012, 2, 15)]",ODI,1,20,,England,50,"['England', 'Pakistan']",bat,England
1908,"[datetime.date(2012, 2, 18)]",ODI,1,,9,England,50,"['England', 'Pakistan']",bat,Pakistan
1909,"[datetime.date(2012, 2, 21)]",ODI,1,,4,England,50,"['England', 'Pakistan']",bat,Pakistan
1910,"[datetime.date(2012, 2, 23)]",T20,1,8,,Pakistan,20,"['England', 'Pakistan']",field,England
1911,"[datetime.date(2012, 2, 25)]",T20,1,38,,England,20,"['England', 'Pakistan']",bat,England
1912,"[datetime.date(2012, 2, 27)]",T20,1,5,,England,20,"['England', 'Pakistan']",bat,England
1913,"[datetime.date(2011, 10, 11)]",T20,0,,3,Bangladesh,20,"['Bangladesh', 'West Indies']",field,Bangladesh
1914,"[datetime.date(2011, 10, 13)]",ODI,0,40,,West Indies,50,"['Bangladesh', 'West Indies']",field,Bangladesh
1915,"[datetime.date(2011, 10, 15)]",ODI,0,,8,West Indies,50,"['Bangladesh', 'West Indies']",bat,Bangladesh
1916,"[datetime.date(2011, 10, 18)]",ODI,0,,8,Bangladesh,50,"['Bangladesh', 'West Indies']",field,Bangladesh
1919,"[datetime.date(2012, 9, 18)]",T20,0,82,,Sri Lanka,20,"['Sri Lanka', 'Zimbabwe']",field,Zimbabwe
1922,"[datetime.date(2012, 9, 20)]",T20,1,,10,South Africa,20,"['South Africa', 'Zimbabwe']",field,South Africa
1923,"[datetime.date(2012, 9, 21)]",T20,1,59,,New Zealand,20,"['Bangladesh', 'New Zealand']",field,Bangladesh
1925,"[datetime.date(2012, 9, 22)]",T20,0,32,,South Africa,20,"['Sri Lanka', 'South Africa']",field,Sri Lanka
1927,"[datetime.date(2012, 9, 23)]",T20,1,13,,Pakistan,20,"['New Zealand', 'Pakistan']",bat,Pakistan
1928,"[datetime.date(2012, 9, 23)]",T20,1,90,,India,20,"['England', 'India']",field,England
1930,"[datetime.date(2012, 9, 25)]",T20,1,,8,Pakistan,20,"['Bangladesh', 'Pakistan']",bat,Bangladesh
1932,"[datetime.date(2012, 9, 27)]",T20,1,15,,West Indies,20,"['England', 'West Indies']",bat,West Indies
1933,"[datetime.date(2012, 9, 28)]",T20,1,,2,Pakistan,20,"['Pakistan', 'South Africa']",bat,South Africa
1934,"[datetime.date(2012, 9, 28)]",T20,1,,9,Australia,20,"['Australia', 'India']",bat,India
1935,"[datetime.date(2012, 9, 29)]",T20,1,,6,England,20,"['England', 'New Zealand']",bat,New Zealand
1936,"[datetime.date(2012, 9, 29)]",T20,0,,9,Sri Lanka,20,"['Sri Lanka', 'West Indies']",bat,West Indies
1937,"[datetime.date(2012, 9, 30)]",T20,1,,8,Australia,20,"['Australia', 'South Africa']",field,Australia
1938,"[datetime.date(2012, 9, 30)]",T20,1,,8,India,20,"['India', 'Pakistan']",bat,Pakistan
1940,"[datetime.date(2012, 10, 1)]",T20,0,19,,Sri Lanka,20,"['Sri Lanka', 'England']",field,England
1941,"[datetime.date(2012, 10, 2)]",T20,1,32,,Pakistan,20,"['Australia', 'Pakistan']",field,Australia
1942,"[datetime.date(2012, 10, 2)]",T20,1,1,,India,20,"['India', 'South Africa']",field,South Africa
1943,"[datetime.date(2012, 10, 4)]",T20,0,16,,Sri Lanka,20,"['Sri Lanka', 'Pakistan']",bat,Sri Lanka
1944,"[datetime.date(2012, 10, 5)]",T20,1,74,,West Indies,20,"['Australia', 'West Indies']",bat,West Indies
1945,"[datetime.date(2012, 10, 7)]",T20,0,36,,West Indies,20,"['Sri Lanka', 'West Indies']",bat,West Indies
1964,"[datetime.date(2012, 6, 24)]",T20,0,,7,England,20,"['England', 'West Indies']",bat,West Indies
1966,"[datetime.date(2012, 6, 19)]",ODI,0,,8,England,50,"['England', 'West Indies']",field,England
1968,"[datetime.date(2012, 6, 29)]",ODI,0,15,,England,50,"['England', 'Australia']",field,Australia
1969,"[datetime.date(2012, 7, 1)]",ODI,0,,6,England,50,"['England', 'Australia']",bat,Australia
1970,"[datetime.date(2012, 7, 7)]",ODI,0,,8,England,50,"['England', 'Australia']",field,England
1976,"[datetime.date(2012, 8, 28)]",ODI,0,80,,South Africa,50,"['England', 'South Africa']",bat,South Africa
1977,"[datetime.date(2012, 8, 31)]",ODI,0,,4,England,50,"['England', 'South Africa']",bat,South Africa
1978,"[datetime.date(2012, 9, 2)]",ODI,0,,6,England,50,"['England', 'South Africa']",field,England
1979,"[datetime.date(2012, 9, 5)]",ODI,0,,7,South Africa,50,"['England', 'South Africa']",bat,England
1980,"[datetime.date(2012, 9, 8)]",T20,0,,7,South Africa,20,"['England', 'South Africa']",field,South Africa
1982,"[datetime.date(2012, 9, 12)]",T20,0,28,,England,20,"['England', 'South Africa']",field,South Africa
1983,"[datetime.date(2012, 3, 11)]",ODI,0,21,,Pakistan,50,"['Bangladesh', 'Pakistan']",field,Bangladesh
1984,"[datetime.date(2012, 3, 13)]",ODI,1,50,,India,50,"['India', 'Sri Lanka']",field,Sri Lanka
1985,"[datetime.date(2012, 3, 15)]",ODI,1,,6,Pakistan,50,"['Pakistan', 'Sri Lanka']",bat,Sri Lanka
1986,"[datetime.date(2012, 3, 16)]",ODI,0,,5,Bangladesh,50,"['Bangladesh', 'India']",field,Bangladesh
1987,"[datetime.date(2012, 3, 18)]",ODI,1,,6,India,50,"['India', 'Pakistan']",bat,Pakistan
1989,"[datetime.date(2012, 3, 22)]",ODI,0,2,,Pakistan,50,"['Bangladesh', 'Pakistan']",field,Bangladesh
1993,"[datetime.date(2011, 11, 29)]",ODI,0,,1,India,50,"['India', 'West Indies']",field,India
1994,"[datetime.date(2011, 12, 2)]",ODI,0,,5,India,50,"['India', 'West Indies']",field,India
1995,"[datetime.date(2011, 12, 5)]",ODI,0,16,,West Indies,50,"['India', 'West Indies']",field,India
1996,"[datetime.date(2011, 12, 8)]",ODI,0,153,,India,50,"['India', 'West Indies']",bat,India
1997,"[datetime.date(2011, 12, 11)]",ODI,0,34,,India,50,"['India', 'West Indies']",bat,India
1998,"[datetime.date(2011, 11, 29)]",T20,0,50,,Pakistan,20,"['Bangladesh', 'Pakistan']",bat,Pakistan
1999,"[datetime.date(2011, 12, 1)]",ODI,0,,5,Pakistan,50,"['Bangladesh', 'Pakistan']",bat,Bangladesh
2000,"[datetime.date(2011, 12, 3)]",ODI,0,76,,Pakistan,50,"['Bangladesh', 'Pakistan']",bat,Pakistan
2001,"[datetime.date(2011, 12, 6)]",ODI,0,58,,Pakistan,50,"['Bangladesh', 'Pakistan']",bat,Pakistan
2004,"[datetime.date(2012, 3, 16)]",ODI,0,64,,Australia,50,"['West Indies', 'Australia']",bat,Australia
2007,"[datetime.date(2012, 3, 23)]",ODI,0,42,,West Indies,50,"['West Indies', 'Australia']",field,Australia
2008,"[datetime.date(2012, 3, 25)]",ODI,0,30,,Australia,50,"['West Indies', 'Australia']",field,West Indies
2009,"[datetime.date(2012, 3, 27)]",T20,0,,8,Australia,20,"['West Indies', 'Australia']",bat,West Indies
2010,"[datetime.date(2012, 3, 30)]",T20,0,14,,West Indies,20,"['West Indies', 'Australia']",bat,West Indies
2117,"[datetime.date(2012, 6, 30)]",T20,1,56,,West Indies,20,"['New Zealand', 'West Indies']",field,New Zealand
2118,"[datetime.date(2012, 7, 1)]",T20,1,61,,West Indies,20,"['New Zealand', 'West Indies']",bat,West Indies
2120,"[datetime.date(2012, 7, 7)]",ODI,0,55,,West Indies,50,"['West Indies', 'New Zealand']",field,New Zealand
2121,"[datetime.date(2012, 7, 11)]",ODI,0,88,,New Zealand,50,"['West Indies', 'New Zealand']",field,West Indies
2122,"[datetime.date(2012, 7, 14)]",ODI,0,24,,West Indies,50,"['West Indies', 'New Zealand']",bat,West Indies
2123,"[datetime.date(2012, 7, 16)]",ODI,0,20,,West Indies,50,"['West Indies', 'New Zealand']",bat,West Indies
2126,"[datetime.date(2012, 6, 1)]",T20,0,37,,Sri Lanka,20,"['Sri Lanka', 'Pakistan']",bat,Sri Lanka
2127,"[datetime.date(2012, 6, 3)]",T20,0,23,,Pakistan,20,"['Sri Lanka', 'Pakistan']",bat,Pakistan
2129,"[datetime.date(2012, 6, 9)]",ODI,0,76,,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",bat,Sri Lanka
2131,"[datetime.date(2012, 6, 16)]",ODI,0,44,,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",bat,Sri Lanka
2132,"[datetime.date(2012, 6, 18)]",ODI,0,,2,Sri Lanka,50,"['Sri Lanka', 'Pakistan']",bat,Pakistan
2136,"[datetime.date(2012, 7, 21)]",ODI,0,21,,India,50,"['Sri Lanka', 'India']",bat,India
2137,"[datetime.date(2012, 7, 24)]",ODI,0,,9,Sri Lanka,50,"['Sri Lanka', 'India']",bat,India
2138,"[datetime.date(2012, 7, 28)]",ODI,0,,5,India,50,"['Sri Lanka', 'India']",bat,Sri Lanka
2139,"[datetime.date(2012, 7, 31)]",ODI,0,,6,India,50,"['Sri Lanka', 'India']",bat,Sri Lanka
2140,"[datetime.date(2012, 8, 4)]",ODI,0,20,,India,50,"['Sri Lanka', 'India']",bat,India
2141,"[datetime.date(2012, 8, 7)]",T20,0,39,,India,20,"['Sri Lanka', 'India']",field,Sri Lanka
2146,"[datetime.date(2012, 12, 20)]",T20,0,,5,India,20,"['India', 'England']",field,India
2147,"[datetime.date(2012, 12, 22)]",T20,0,,6,England,20,"['India', 'England']",field,England
2148,"[datetime.date(2013, 1, 11)]",ODI,0,9,,England,50,"['India', 'England']",bat,England
2149,"[datetime.date(2013, 1, 15)]",ODI,0,127,,India,50,"['India', 'England']",bat,India
2150,"[datetime.date(2013, 1, 19)]",ODI,0,,7,India,50,"['India', 'England']",field,India
2151,"[datetime.date(2013, 1, 23)]",ODI,0,,5,India,50,"['India', 'England']",field,India
2152,"[datetime.date(2013, 1, 27)]",ODI,0,,7,England,50,"['India', 'England']",field,England
2155,"[datetime.date(2012, 9, 11)]",T20,0,1,,New Zealand,20,"['India', 'New Zealand']",field,India
2160,"[datetime.date(2013, 5, 31)]",ODI,0,,5,New Zealand,50,"['England', 'New Zealand']",field,New Zealand
2161,"[datetime.date(2013, 6, 2)]",ODI,0,86,,New Zealand,50,"['England', 'New Zealand']",bat,New Zealand
2162,"[datetime.date(2013, 6, 5)]",ODI,0,34,,England,50,"['England', 'New Zealand']",field,New Zealand
2163,"[datetime.date(2013, 6, 25)]",T20,0,5,,New Zealand,20,"['England', 'New Zealand']",field,England
2170,"[datetime.date(2013, 8, 29)]",T20,0,39,,Australia,20,"['England', 'Australia']",field,England
2171,"[datetime.date(2013, 8, 31)]",T20,0,27,,England,20,"['England', 'Australia']",field,Australia
2173,"[datetime.date(2013, 9, 8)]",ODI,0,88,,Australia,50,"['England', 'Australia']",field,England
2175,"[datetime.date(2013, 9, 14)]",ODI,0,,3,England,50,"['England', 'Australia']",field,England
2176,"[datetime.date(2013, 9, 16)]",ODI,0,49,,Australia,50,"['England', 'Australia']",bat,Australia
2177,"[datetime.date(2013, 6, 19)]",ODI,0,,7,England,50,"['England', 'South Africa']",field,England
2178,"[datetime.date(2013, 6, 20)]",ODI,1,,8,India,50,"['India', 'Sri Lanka']",field,India
2179,"[datetime.date(2013, 6, 23)]",ODI,0,5,,India,50,"['England', 'India']",field,England
2182,"[datetime.date(2012, 12, 21)]",T20,0,,8,South Africa,20,"['South Africa', 'New Zealand']",bat,New Zealand
2184,"[datetime.date(2012, 12, 26)]",T20,0,33,,South Africa,20,"['South Africa', 'New Zealand']",bat,South Africa
2187,"[datetime.date(2013, 1, 19)]",ODI,0,,1,New Zealand,50,"['South Africa', 'New Zealand']",field,New Zealand
2188,"[datetime.date(2013, 1, 22)]",ODI,0,27,,New Zealand,50,"['South Africa', 'New Zealand']",field,South Africa
2189,"[datetime.date(2013, 1, 25)]",ODI,0,,1,South Africa,50,"['South Africa', 'New Zealand']",bat,New Zealand
2193,"[datetime.date(2013, 3, 3)]",T20,0,95,,Pakistan,20,"['South Africa', 'Pakistan']",bat,Pakistan
2194,"[datetime.date(2013, 3, 10)]",ODI,0,125,,South Africa,50,"['South Africa', 'Pakistan']",field,Pakistan
2196,"[datetime.date(2013, 3, 17)]",ODI,0,34,,South Africa,50,"['South Africa', 'Pakistan']",field,Pakistan
2197,"[datetime.date(2013, 3, 21)]",ODI,0,,3,Pakistan,50,"['South Africa', 'Pakistan']",bat,South Africa
2198,"[datetime.date(2013, 3, 24)]",ODI,0,,6,South Africa,50,"['South Africa', 'Pakistan']",bat,Pakistan
2199,"[datetime.date(2013, 2, 9)]",T20,0,40,,England,20,"['New Zealand', 'England']",field,New Zealand
2200,"[datetime.date(2013, 2, 12)]",T20,0,55,,New Zealand,20,"['New Zealand', 'England']",field,England
2201,"[datetime.date(2013, 2, 15)]",T20,0,,10,England,20,"['New Zealand', 'England']",field,England
2202,"[datetime.date(2013, 2, 17)]",ODI,0,,3,New Zealand,50,"['New Zealand', 'England']",field,New Zealand
2203,"[datetime.date(2013, 2, 20)]",ODI,0,,8,England,50,"['New Zealand', 'England']",field,England
2204,"[datetime.date(2013, 2, 23)]",ODI,0,,5,England,50,"['New Zealand', 'England']",field,England
2208,"[datetime.date(2012, 8, 28)]",ODI,1,,4,Australia,50,"['Australia', 'Pakistan']",bat,Pakistan
2209,"[datetime.date(2012, 8, 31)]",ODI,1,,7,Pakistan,50,"['Australia', 'Pakistan']",bat,Australia
2210,"[datetime.date(2012, 9, 3)]",ODI,1,,3,Australia,50,"['Australia', 'Pakistan']",field,Australia
2211,"[datetime.date(2012, 9, 5)]",T20,1,,7,Pakistan,20,"['Australia', 'Pakistan']",field,Pakistan
2213,"[datetime.date(2012, 9, 10)]",T20,1,94,,Australia,20,"['Australia', 'Pakistan']",field,Pakistan
2249,"[datetime.date(2013, 1, 11)]",ODI,0,107,,Australia,50,"['Australia', 'Sri Lanka']",bat,Australia
2250,"[datetime.date(2013, 1, 13)]",ODI,0,,8,Sri Lanka,50,"['Australia', 'Sri Lanka']",field,Sri Lanka
2251,"[datetime.date(2013, 1, 18)]",ODI,0,,4,Sri Lanka,50,"['Australia', 'Sri Lanka']",bat,Australia
2253,"[datetime.date(2013, 1, 23)]",ODI,0,32,,Australia,50,"['Australia', 'Sri Lanka']",field,Sri Lanka
2254,"[datetime.date(2013, 1, 26)]",T20,0,,5,Sri Lanka,20,"['Australia', 'Sri Lanka']",bat,Australia
2256,"[datetime.date(2013, 2, 1)]",ODI,0,,9,Australia,50,"['Australia', 'West Indies']",bat,West Indies
2257,"[datetime.date(2013, 2, 3)]",ODI,0,54,,Australia,50,"['Australia', 'West Indies']",field,West Indies
2258,"[datetime.date(2013, 2, 6)]",ODI,0,39,,Australia,50,"['Australia', 'West Indies']",bat,Australia
2259,"[datetime.date(2013, 2, 8)]",ODI,0,,5,Australia,50,"['Australia', 'West Indies']",bat,West Indies
2260,"[datetime.date(2013, 2, 10)]",ODI,0,17,,Australia,50,"['Australia', 'West Indies']",field,West Indies
2261,"[datetime.date(2013, 2, 13)]",T20,0,27,,West Indies,20,"['Australia', 'West Indies']",bat,West Indies
